"fieldID","name","packageType"
1450,"Springfield 20","Sixth Vegetative"
1451,"The 60","Second Vegetative"
1451,"The 60","Fourth Vegetative"
1451,"The 60","Sixth Vegetative"
1452,"The 80","Second Vegetative"
1452,"The 80","Fourth Vegetative"
1452,"The 80","Sixth Vegetative"
1453,"The Quarter","Second Vegetative"
1453,"The Quarter","Fourth Vegetative"
1453,"The Quarter","Sixth Vegetative"
1454,"Thilges Field","Second Vegetative"
1454,"Thilges Field","Fourth Vegetative"
1454,"Thilges Field","Sixth Vegetative"
1455,"Bin Site East Field","Second Vegetative"
1455,"Bin Site East Field","Fourth Vegetative"
1455,"Bin Site East Field","Sixth Vegetative"
1456,"Bin Site West Field","Second Vegetative"
1456,"Bin Site West Field","Fourth Vegetative"
1456,"Bin Site West Field","Sixth Vegetative"
1457,"C-Jacks East Field","Second Vegetative"
1457,"C-Jacks East Field","Fourth Vegetative"
1457,"C-Jacks East Field","Sixth Vegetative"
1458,"C-Jacks West Field","Second Vegetative"
1458,"C-Jacks West Field","Fourth Vegetative"
1458,"C-Jacks West Field","Sixth Vegetative"
1459,"E-Jacks","Second Vegetative"
1459,"E-Jacks","Fourth Vegetative"
1459,"E-Jacks","Sixth Vegetative"
1460,"Hellands","Second Vegetative"
1460,"Hellands","Fourth Vegetative"
1460,"Hellands","Sixth Vegetative"
1461,"Hog Barn","Second Vegetative"
1461,"Hog Barn","Fourth Vegetative"
1461,"Hog Barn","Sixth Vegetative"
1462,"Home Field","Second Vegetative"
1462,"Home Field","Fourth Vegetative"
1462,"Home Field","Sixth Vegetative"
1463,"Jensvold North Field","Second Vegetative"
1463,"Jensvold North Field","Fourth Vegetative"
1463,"Jensvold North Field","Sixth Vegetative"
1464,"Jensvold South Field","Second Vegetative"
1464,"Jensvold South Field","Fourth Vegetative"
1464,"Jensvold South Field","Sixth Vegetative"
1465,"Twait 40","Second Vegetative"
1465,"Twait 40","Fourth Vegetative"
1465,"Twait 40","Sixth Vegetative"
1466,"Twait Home","Second Vegetative"
1466,"Twait Home","Fourth Vegetative"
1466,"Twait Home","Sixth Vegetative"
1467,"McEwan","Second Vegetative"
1467,"McEwan","Fourth Vegetative"
1467,"McEwan","Sixth Vegetative"
1468,"Miller","Second Vegetative"
1468,"Miller","Fourth Vegetative"
1468,"Miller","Sixth Vegetative"
1469,"Moser Field","Second Vegetative"
1469,"Moser Field","Fourth Vegetative"
1469,"Moser Field","Sixth Vegetative"
1470,"The 40","Second Vegetative"
1470,"The 40","Fourth Vegetative"
1470,"The 40","Sixth Vegetative"
1471,"Brians","Second Vegetative"
1471,"Brians","Fourth Vegetative"
1471,"Brians","Sixth Vegetative"
1472,"Case","Second Vegetative"
1472,"Case","Fourth Vegetative"
1472,"Case","Sixth Vegetative"
1473,"Home","Second Vegetative"
1473,"Home","Fourth Vegetative"
1473,"Home","Sixth Vegetative"
1474,"Jeans East","Second Vegetative"
1474,"Jeans East","Fourth Vegetative"
1474,"Jeans East","Sixth Vegetative"
1475,"Jeans West","Second Vegetative"
1475,"Jeans West","Fourth Vegetative"
1475,"Jeans West","Sixth Vegetative"
1476,"Lloyds","Second Vegetative"
1476,"Lloyds","Fourth Vegetative"
1476,"Lloyds","Sixth Vegetative"
1477,"Ollies","Second Vegetative"
1477,"Ollies","Fourth Vegetative"
1477,"Ollies","Sixth Vegetative"
1478,"Perrizo","Second Vegetative"
1478,"Perrizo","Fourth Vegetative"
1478,"Perrizo","Sixth Vegetative"
1479,"Rogers","Second Vegetative"
1479,"Rogers","Fourth Vegetative"
1479,"Rogers","Sixth Vegetative"
1480,"Taylors North Rogers","Second Vegetative"
1480,"Taylors North Rogers","Fourth Vegetative"
1480,"Taylors North Rogers","Sixth Vegetative"
1481,"Trembly","Second Vegetative"
1481,"Trembly","Fourth Vegetative"
1481,"Trembly","Sixth Vegetative"
1482,"Wheeler","Second Vegetative"
1482,"Wheeler","Fourth Vegetative"
1482,"Wheeler","Sixth Vegetative"
1483,"Winter","Second Vegetative"
1483,"Winter","Fourth Vegetative"
1483,"Winter","Sixth Vegetative"
1484,"Buds","Second Vegetative"
1484,"Buds","Fourth Vegetative"
1484,"Buds","Sixth Vegetative"
1485,"Corhus South","Second Vegetative"
1485,"Corhus South","Fourth Vegetative"
1485,"Corhus South","Sixth Vegetative"
1486,"Dons East","Second Vegetative"
1486,"Dons East","Fourth Vegetative"
1486,"Dons East","Sixth Vegetative"
1487,"Dons West","Second Vegetative"
1487,"Dons West","Fourth Vegetative"
1487,"Dons West","Sixth Vegetative"
1488,"Eichorn","Second Vegetative"
1488,"Eichorn","Fourth Vegetative"
1488,"Eichorn","Sixth Vegetative"
1489,"Guckeen","Second Vegetative"
1489,"Guckeen","Fourth Vegetative"
1489,"Guckeen","Sixth Vegetative"
1490,"Home","Second Vegetative"
1490,"Home","Fourth Vegetative"
1490,"Home","Sixth Vegetative"
1491,"Krosch","Second Vegetative"
1491,"Krosch","Fourth Vegetative"
1491,"Krosch","Sixth Vegetative"
1492,"Lappi","Second Vegetative"
1492,"Lappi","Fourth Vegetative"
1492,"Lappi","Sixth Vegetative"
1493,"Morgan","Second Vegetative"
1493,"Morgan","Fourth Vegetative"
1493,"Morgan","Sixth Vegetative"
1494,"Pirsig","Second Vegetative"
1494,"Pirsig","Fourth Vegetative"
1494,"Pirsig","Sixth Vegetative"
1495,"Pratt Farm","Second Vegetative"
1495,"Pratt Farm","Fourth Vegetative"
1495,"Pratt Farm","Sixth Vegetative"
1496,"Rods","Second Vegetative"
1496,"Rods","Fourth Vegetative"
1496,"Rods","Sixth Vegetative"
1497,"Ruths","Second Vegetative"
1497,"Ruths","Fourth Vegetative"
1497,"Ruths","Sixth Vegetative"
1498,"The 40","Second Vegetative"
1498,"The 40","Fourth Vegetative"
1498,"The 40","Sixth Vegetative"
1499,"Bobbies","Second Vegetative"
1499,"Bobbies","Fourth Vegetative"
1499,"Bobbies","Sixth Vegetative"
1500,"Bruellmans","Second Vegetative"
1500,"Bruellmans","Fourth Vegetative"
1500,"Bruellmans","Sixth Vegetative"
1501,"Ed & Marys East","Second Vegetative"
1501,"Ed & Marys East","Fourth Vegetative"
1501,"Ed & Marys East","Sixth Vegetative"
1502,"Ed & Marys West","Second Vegetative"
1502,"Ed & Marys West","Fourth Vegetative"
1502,"Ed & Marys West","Sixth Vegetative"
1503,"Eds Corner","Second Vegetative"
1503,"Eds Corner","Fourth Vegetative"
1503,"Eds Corner","Sixth Vegetative"
1504,"Frost 40","Second Vegetative"
1504,"Frost 40","Fourth Vegetative"
1504,"Frost 40","Sixth Vegetative"
1505,"Fuchs","Second Vegetative"
1505,"Fuchs","Fourth Vegetative"
1505,"Fuchs","Sixth Vegetative"
1506,"Gerhards","Second Vegetative"
1506,"Gerhards","Fourth Vegetative"
1506,"Gerhards","Sixth Vegetative"
1507,"Kens Home","Second Vegetative"
1507,"Kens Home","Fourth Vegetative"
1507,"Kens Home","Sixth Vegetative"
1508,"Marvins","Second Vegetative"
1508,"Marvins","Fourth Vegetative"
1508,"Marvins","Sixth Vegetative"
1509,"Omars","Second Vegetative"
1509,"Omars","Fourth Vegetative"
1509,"Omars","Sixth Vegetative"
1510,"Peat","Second Vegetative"
1510,"Peat","Fourth Vegetative"
1510,"Peat","Sixth Vegetative"
1511,"Snydars","Second Vegetative"
1511,"Snydars","Fourth Vegetative"
1511,"Snydars","Sixth Vegetative"
1512,"Teskys","Second Vegetative"
1512,"Teskys","Fourth Vegetative"
1512,"Teskys","Sixth Vegetative"
1513,"Arvillas","Second Vegetative"
1513,"Arvillas","Fourth Vegetative"
1513,"Arvillas","Sixth Vegetative"
1514,"Bobs","Second Vegetative"
1514,"Bobs","Fourth Vegetative"
1514,"Bobs","Sixth Vegetative"
1515,"Home East","Second Vegetative"
1515,"Home East","Fourth Vegetative"
1515,"Home East","Sixth Vegetative"
1516,"Home West","Second Vegetative"
1516,"Home West","Fourth Vegetative"
1516,"Home West","Sixth Vegetative"
1517,"Mavis North","Second Vegetative"
1517,"Mavis North","Fourth Vegetative"
1517,"Mavis North","Sixth Vegetative"
1518,"Mavis South","Second Vegetative"
1518,"Mavis South","Fourth Vegetative"
1518,"Mavis South","Sixth Vegetative"
1519,"Reinke","Second Vegetative"
1519,"Reinke","Fourth Vegetative"
1519,"Reinke","Sixth Vegetative"
1520,"Richards","Second Vegetative"
1520,"Richards","Fourth Vegetative"
1520,"Richards","Sixth Vegetative"
1521,"DJ East Home","Second Vegetative"
1521,"DJ East Home","Fourth Vegetative"
1521,"DJ East Home","Sixth Vegetative"
1522,"DJ West Home","Second Vegetative"
1522,"DJ West Home","Fourth Vegetative"
1522,"DJ West Home","Sixth Vegetative"
1523,"Bils Home","Second Vegetative"
1523,"Bils Home","Fourth Vegetative"
1523,"Bils Home","Sixth Vegetative"
1524,"Home East Ditch","Second Vegetative"
1524,"Home East Ditch","Fourth Vegetative"
1524,"Home East Ditch","Sixth Vegetative"
1525,"Meinger Farm","Second Vegetative"
1525,"Meinger Farm","Fourth Vegetative"
1525,"Meinger Farm","Sixth Vegetative"
1526,"Turtle 80","Second Vegetative"
1526,"Turtle 80","Fourth Vegetative"
1526,"Turtle 80","Sixth Vegetative"
1527,"Beaver Field","Second Vegetative"
1527,"Beaver Field","Fourth Vegetative"
1527,"Beaver Field","Sixth Vegetative"
1528,"Bill & Sandys 40","Second Vegetative"
1528,"Bill & Sandys 40","Fourth Vegetative"
1528,"Bill & Sandys 40","Sixth Vegetative"
1529,"Buffalo Farm","Second Vegetative"
1529,"Buffalo Farm","Fourth Vegetative"
1529,"Buffalo Farm","Sixth Vegetative"
1530,"Cemetary Field","Second Vegetative"
1530,"Cemetary Field","Fourth Vegetative"
1530,"Cemetary Field","Sixth Vegetative"
1531,"Cody Field","Second Vegetative"
1531,"Cody Field","Fourth Vegetative"
1531,"Cody Field","Sixth Vegetative"
1532,"Fenton 40","Second Vegetative"
1532,"Fenton 40","Fourth Vegetative"
1532,"Fenton 40","Sixth Vegetative"
1533,"Genes","Second Vegetative"
1533,"Genes","Fourth Vegetative"
1533,"Genes","Sixth Vegetative"
1534,"Georges East","Second Vegetative"
1534,"Georges East","Fourth Vegetative"
1534,"Georges East","Sixth Vegetative"
1535,"Georges West","Second Vegetative"
1535,"Georges West","Fourth Vegetative"
1535,"Georges West","Sixth Vegetative"
1536,"Grandmas 1/4","Second Vegetative"
1536,"Grandmas 1/4","Fourth Vegetative"
1536,"Grandmas 1/4","Sixth Vegetative"
1537,"Grandmas 80","Second Vegetative"
1537,"Grandmas 80","Fourth Vegetative"
1537,"Grandmas 80","Sixth Vegetative"
1538,"Hog Farm","Second Vegetative"
1538,"Hog Farm","Fourth Vegetative"
1538,"Hog Farm","Sixth Vegetative"
1539,"Home 300","Second Vegetative"
1539,"Home 300","Fourth Vegetative"
1539,"Home 300","Sixth Vegetative"
1540,"Looft 80","Second Vegetative"
1540,"Looft 80","Fourth Vegetative"
1540,"Looft 80","Sixth Vegetative"
1541,"Miller Farm","Second Vegetative"
1541,"Miller Farm","Fourth Vegetative"
1541,"Miller Farm","Sixth Vegetative"
1542,"Mom & Dads","Second Vegetative"
1542,"Mom & Dads","Fourth Vegetative"
1542,"Mom & Dads","Sixth Vegetative"
1543,"Polzin","Second Vegetative"
1543,"Polzin","Fourth Vegetative"
1543,"Polzin","Sixth Vegetative"
1544,"Preston 40","Second Vegetative"
1544,"Preston 40","Fourth Vegetative"
1544,"Preston 40","Sixth Vegetative"
1545,"Sorenson 40","Second Vegetative"
1545,"Sorenson 40","Fourth Vegetative"
1545,"Sorenson 40","Sixth Vegetative"
1546,"Wagner Farm","Second Vegetative"
1546,"Wagner Farm","Fourth Vegetative"
1546,"Wagner Farm","Sixth Vegetative"
1547,"Willberg Field","Second Vegetative"
1547,"Willberg Field","Fourth Vegetative"
1547,"Willberg Field","Sixth Vegetative"
1548,"Earls","Second Vegetative"
1548,"Earls","Fourth Vegetative"
1548,"Earls","Sixth Vegetative"
1549,"Lucilles","Second Vegetative"
1549,"Lucilles","Fourth Vegetative"
1549,"Lucilles","Sixth Vegetative"
1550,"Pats East","Second Vegetative"
1550,"Pats East","Fourth Vegetative"
1550,"Pats East","Sixth Vegetative"
1551,"Peat","Second Vegetative"
1551,"Peat","Fourth Vegetative"
1551,"Peat","Sixth Vegetative"
1552,"Scherbs 40","Second Vegetative"
1552,"Scherbs 40","Fourth Vegetative"
1552,"Scherbs 40","Sixth Vegetative"
1553,"Scherbs 80","Second Vegetative"
1553,"Scherbs 80","Fourth Vegetative"
1553,"Scherbs 80","Sixth Vegetative"
1554,"Trytten","Second Vegetative"
1554,"Trytten","Fourth Vegetative"
1554,"Trytten","Sixth Vegetative"
1555,"Jeffs Home","Second Vegetative"
1555,"Jeffs Home","Fourth Vegetative"
1555,"Jeffs Home","Sixth Vegetative"
1556,"Leos 40","Second Vegetative"
1556,"Leos 40","Fourth Vegetative"
1556,"Leos 40","Sixth Vegetative"
1557,"Leos Qtr","Second Vegetative"
1557,"Leos Qtr","Fourth Vegetative"
1557,"Leos Qtr","Sixth Vegetative"
1558,"Marvilles & Lanys","Second Vegetative"
1558,"Marvilles & Lanys","Fourth Vegetative"
1558,"Marvilles & Lanys","Sixth Vegetative"
1559,"Tilfords","Second Vegetative"
1559,"Tilfords","Fourth Vegetative"
1559,"Tilfords","Sixth Vegetative"
1560,"Arnie & Bevs","Second Vegetative"
1560,"Arnie & Bevs","Fourth Vegetative"
1560,"Arnie & Bevs","Sixth Vegetative"
1561,"Clairs Iowa","Second Vegetative"
1561,"Clairs Iowa","Fourth Vegetative"
1561,"Clairs Iowa","Sixth Vegetative"
1562,"Clairs MN","Second Vegetative"
1562,"Clairs MN","Fourth Vegetative"
1562,"Clairs MN","Sixth Vegetative"
1563,"Duck Farm","Second Vegetative"
1563,"Duck Farm","Fourth Vegetative"
1563,"Duck Farm","Sixth Vegetative"
1564,"Lamb 80","Second Vegetative"
1564,"Lamb 80","Fourth Vegetative"
1564,"Lamb 80","Sixth Vegetative"
1565,"Orvilles","Second Vegetative"
1565,"Orvilles","Fourth Vegetative"
1565,"Orvilles","Sixth Vegetative"
1566,"Blomsters","Second Vegetative"
1566,"Blomsters","Fourth Vegetative"
1566,"Blomsters","Sixth Vegetative"
1567,"Borchers East","Second Vegetative"
1567,"Borchers East","Fourth Vegetative"
1567,"Borchers East","Sixth Vegetative"
1568,"Borchers West","Second Vegetative"
1568,"Borchers West","Fourth Vegetative"
1568,"Borchers West","Sixth Vegetative"
1569,"Cowin","Second Vegetative"
1569,"Cowin","Fourth Vegetative"
1569,"Cowin","Sixth Vegetative"
1570,"Bob E","Second Vegetative"
1570,"Bob E","Fourth Vegetative"
1570,"Bob E","Sixth Vegetative"
1571,"Bob South","Second Vegetative"
1571,"Bob South","Fourth Vegetative"
1571,"Bob South","Sixth Vegetative"
1572,"Bob W","Second Vegetative"
1572,"Bob W","Fourth Vegetative"
1572,"Bob W","Sixth Vegetative"
1573,"Brians","Second Vegetative"
1573,"Brians","Fourth Vegetative"
1573,"Brians","Sixth Vegetative"
1574,"Bruce","Second Vegetative"
1574,"Bruce","Fourth Vegetative"
1574,"Bruce","Sixth Vegetative"
1575,"Ellsworth","Second Vegetative"
1575,"Ellsworth","Fourth Vegetative"
1575,"Ellsworth","Sixth Vegetative"
1576,"Govern","Second Vegetative"
1576,"Govern","Fourth Vegetative"
1576,"Govern","Sixth Vegetative"
1577,"Kramersmier","Second Vegetative"
1577,"Kramersmier","Fourth Vegetative"
1577,"Kramersmier","Sixth Vegetative"
1578,"Ledyard 12","Second Vegetative"
1578,"Ledyard 12","Fourth Vegetative"
1578,"Ledyard 12","Sixth Vegetative"
1579,"Ledyard 23","Second Vegetative"
1579,"Ledyard 23","Fourth Vegetative"
1579,"Ledyard 23","Sixth Vegetative"
1580,"Linde 120","Second Vegetative"
1580,"Linde 120","Fourth Vegetative"
1580,"Linde 120","Sixth Vegetative"
1581,"Linde Home","Second Vegetative"
1581,"Linde Home","Fourth Vegetative"
1581,"Linde Home","Sixth Vegetative"
1582,"Marvs 80","Second Vegetative"
1582,"Marvs 80","Fourth Vegetative"
1582,"Marvs 80","Sixth Vegetative"
1583,"Marvs East","Second Vegetative"
1583,"Marvs East","Fourth Vegetative"
1583,"Marvs East","Sixth Vegetative"
1584,"Marvs H","Second Vegetative"
1584,"Marvs H","Fourth Vegetative"
1584,"Marvs H","Sixth Vegetative"
1585,"Rich Home","Second Vegetative"
1585,"Rich Home","Fourth Vegetative"
1585,"Rich Home","Sixth Vegetative"
1586,"Estate","Second Vegetative"
1586,"Estate","Fourth Vegetative"
1586,"Estate","Sixth Vegetative"
1587,"Flynn 67","Second Vegetative"
1587,"Flynn 67","Fourth Vegetative"
1587,"Flynn 67","Sixth Vegetative"
1588,"NE Field","Second Vegetative"
1588,"NE Field","Fourth Vegetative"
1588,"NE Field","Sixth Vegetative"
1589,"South Field","Second Vegetative"
1589,"South Field","Fourth Vegetative"
1589,"South Field","Sixth Vegetative"
1590,"Goetz East","Second Vegetative"
1590,"Goetz East","Fourth Vegetative"
1590,"Goetz East","Sixth Vegetative"
1591,"Goetz West","Second Vegetative"
1591,"Goetz West","Fourth Vegetative"
1591,"Goetz West","Sixth Vegetative"
1592,"John Home","Second Vegetative"
1592,"John Home","Fourth Vegetative"
1592,"John Home","Sixth Vegetative"
1593,"North Field","Second Vegetative"
1593,"North Field","Fourth Vegetative"
1593,"North Field","Sixth Vegetative"
1594,"Reynolds","Second Vegetative"
1594,"Reynolds","Fourth Vegetative"
1594,"Reynolds","Sixth Vegetative"
1595,"Selwold","Second Vegetative"
1595,"Selwold","Fourth Vegetative"
1595,"Selwold","Sixth Vegetative"
1596,"Eisenman North","Second Vegetative"
1596,"Eisenman North","Fourth Vegetative"
1596,"Eisenman North","Sixth Vegetative"
1597,"Eisenman South","Second Vegetative"
1597,"Eisenman South","Fourth Vegetative"
1597,"Eisenman South","Sixth Vegetative"
1598,"Brandt 80","Second Vegetative"
1598,"Brandt 80","Fourth Vegetative"
1598,"Brandt 80","Sixth Vegetative"
1599,"Rippentrop","Second Vegetative"
1599,"Rippentrop","Fourth Vegetative"
1599,"Rippentrop","Sixth Vegetative"
1600,"Home Field","Second Vegetative"
1600,"Home Field","Fourth Vegetative"
1600,"Home Field","Sixth Vegetative"
1601,"Schlei East","Second Vegetative"
1601,"Schlei East","Fourth Vegetative"
1601,"Schlei East","Sixth Vegetative"
1602,"Schlei West","Second Vegetative"
1602,"Schlei West","Fourth Vegetative"
1602,"Schlei West","Sixth Vegetative"
1603,"Moms","Second Vegetative"
1603,"Moms","Fourth Vegetative"
1603,"Moms","Sixth Vegetative"
1604,"Nymans","Second Vegetative"
1604,"Nymans","Fourth Vegetative"
1604,"Nymans","Sixth Vegetative"
1605,"Rhode","Second Vegetative"
1605,"Rhode","Fourth Vegetative"
1605,"Rhode","Sixth Vegetative"
1606,"Droessler 40","Second Vegetative"
1606,"Droessler 40","Fourth Vegetative"
1606,"Droessler 40","Sixth Vegetative"
1607,"Droessler West","Second Vegetative"
1607,"Droessler West","Fourth Vegetative"
1607,"Droessler West","Sixth Vegetative"
1608,"Foths","Second Vegetative"
1608,"Foths","Fourth Vegetative"
1608,"Foths","Sixth Vegetative"
1609,"Home","Second Vegetative"
1609,"Home","Fourth Vegetative"
1609,"Home","Sixth Vegetative"
1610,"Nymans","Second Vegetative"
1610,"Nymans","Fourth Vegetative"
1610,"Nymans","Sixth Vegetative"
1611,"River Bottom","Second Vegetative"
1611,"River Bottom","Fourth Vegetative"
1611,"River Bottom","Sixth Vegetative"
1612,"Dads South","Second Vegetative"
1612,"Dads South","Fourth Vegetative"
1612,"Dads South","Sixth Vegetative"
1613,"Home Field","Second Vegetative"
1613,"Home Field","Fourth Vegetative"
1613,"Home Field","Sixth Vegetative"
1614,"Home North of Creek","Second Vegetative"
1614,"Home North of Creek","Fourth Vegetative"
1614,"Home North of Creek","Sixth Vegetative"
1615,"Joans","Second Vegetative"
1615,"Joans","Fourth Vegetative"
1615,"Joans","Sixth Vegetative"
1616,"Kesoelter 100","Second Vegetative"
1616,"Kesoelter 100","Fourth Vegetative"
1616,"Kesoelter 100","Sixth Vegetative"
1617,"Kesoelter 80","Second Vegetative"
1617,"Kesoelter 80","Fourth Vegetative"
1617,"Kesoelter 80","Sixth Vegetative"
1618,"Maurrices","Second Vegetative"
1618,"Maurrices","Fourth Vegetative"
1618,"Maurrices","Sixth Vegetative"
1619,"Reubens West","Second Vegetative"
1619,"Reubens West","Fourth Vegetative"
1619,"Reubens West","Sixth Vegetative"
1620,"North of Creek","Second Vegetative"
1620,"North of Creek","Fourth Vegetative"
1620,"North of Creek","Sixth Vegetative"
1621,"Ruths 110","Second Vegetative"
1621,"Ruths 110","Fourth Vegetative"
1621,"Ruths 110","Sixth Vegetative"
1628,"Homer","Second Vegetative"
1628,"Homer","Fourth Vegetative"
1628,"Homer","Sixth Vegetative"
1629,"Carl McKinney","Second Vegetative"
1629,"Carl McKinney","Fourth Vegetative"
1629,"Carl McKinney","Sixth Vegetative"
1630,"Tom Wilson","Second Vegetative"
1630,"Tom Wilson","Fourth Vegetative"
1630,"Tom Wilson","Sixth Vegetative"
1631,"Houston","Second Vegetative"
1631,"Houston","Fourth Vegetative"
1631,"Houston","Sixth Vegetative"
1632,"Sittie","Second Vegetative"
1632,"Sittie","Fourth Vegetative"
1632,"Sittie","Sixth Vegetative"
1633,"N. Doran","Second Vegetative"
1633,"N. Doran","Fourth Vegetative"
1633,"N. Doran","Sixth Vegetative"
1634,"S. Doran","Second Vegetative"
1634,"S. Doran","Fourth Vegetative"
1634,"S. Doran","Sixth Vegetative"
1635,"SW8","Second Vegetative"
1635,"SW8","Fourth Vegetative"
1635,"SW8","Sixth Vegetative"
1626,"E 14-27-24 #11","Second Vegetative"
1626,"E 14-27-24 #11","Fourth Vegetative"
1626,"E 14-27-24 #11","Sixth Vegetative"
1627,"NE 15-27-24 #9","Second Vegetative"
1627,"NE 15-27-24 #9","Fourth Vegetative"
1627,"NE 15-27-24 #9","Sixth Vegetative"
1636,"Margeret #3","Second Vegetative"
1636,"Margeret #3","Fourth Vegetative"
1636,"Margeret #3","Sixth Vegetative"
1637,"Martin #4","Second Vegetative"
1637,"Martin #4","Fourth Vegetative"
1637,"Martin #4","Sixth Vegetative"
1638,"#19B","Second Vegetative"
1638,"#19B","Fourth Vegetative"
1638,"#19B","Sixth Vegetative"
1639,"#2G","Second Vegetative"
1639,"#2G","Fourth Vegetative"
1639,"#2G","Sixth Vegetative"
1641,"#7","Second Vegetative"
1641,"#7","Fourth Vegetative"
1641,"#7","Sixth Vegetative"
1642,"#21","Second Vegetative"
1642,"#21","Fourth Vegetative"
1642,"#21","Sixth Vegetative"
1643,"#21","Second Vegetative"
1643,"#21","Fourth Vegetative"
1643,"#21","Sixth Vegetative"
1644,"#21","Second Vegetative"
1644,"#21","Fourth Vegetative"
1644,"#21","Sixth Vegetative"
1645,"#1","Second Vegetative"
1645,"#1","Fourth Vegetative"
1645,"#1","Sixth Vegetative"
1646,"#11","Second Vegetative"
1646,"#11","Fourth Vegetative"
1646,"#11","Sixth Vegetative"
1647,"Umble","Second Vegetative"
1647,"Umble","Fourth Vegetative"
1647,"Umble","Sixth Vegetative"
1654,"Highway Piece","Second Vegetative"
1654,"Highway Piece","Fourth Vegetative"
1654,"Highway Piece","Sixth Vegetative"
1655,"Newkirk","Second Vegetative"
1655,"Newkirk","Fourth Vegetative"
1655,"Newkirk","Sixth Vegetative"
1656,"McDougal Farm","Second Vegetative"
1656,"McDougal Farm","Fourth Vegetative"
1656,"McDougal Farm","Sixth Vegetative"
1657,"West Farm","Second Vegetative"
1657,"West Farm","Fourth Vegetative"
1657,"West Farm","Sixth Vegetative"
1663,"Eli's test field","Second Vegetative"
1663,"Eli's test field","Fourth Vegetative"
1663,"Eli's test field","Sixth Vegetative"
1664,"Next to Jim","Second Vegetative"
1664,"Next to Jim","Fourth Vegetative"
1664,"Next to Jim","Sixth Vegetative"
1665,"Alons 68","Second Vegetative"
1665,"Alons 68","Fourth Vegetative"
1665,"Alons 68","Sixth Vegetative"
1667,"Jeffs House 160 ","Second Vegetative"
1667,"Jeffs House 160 ","Fourth Vegetative"
1667,"Jeffs House 160 ","Sixth Vegetative"
1668,"Easterdays ","Second Vegetative"
1668,"Easterdays ","Fourth Vegetative"
1668,"Easterdays ","Sixth Vegetative"
1669,"The 40 ","Second Vegetative"
1669,"The 40 ","Fourth Vegetative"
1669,"The 40 ","Sixth Vegetative"
1670,"Johns House South 66","Second Vegetative"
1670,"Johns House South 66","Fourth Vegetative"
1670,"Johns House South 66","Sixth Vegetative"
1671,"9 Acres North of House","Second Vegetative"
1671,"9 Acres North of House","Fourth Vegetative"
1671,"9 Acres North of House","Sixth Vegetative"
1672,"A&E Farm","Second Vegetative"
1672,"A&E Farm","Fourth Vegetative"
1672,"A&E Farm","Sixth Vegetative"
1673,"Jeffs 14","Second Vegetative"
1673,"Jeffs 14","Fourth Vegetative"
1673,"Jeffs 14","Sixth Vegetative"
1674,"North of Toms ","Second Vegetative"
1674,"North of Toms ","Fourth Vegetative"
1674,"North of Toms ","Sixth Vegetative"
1675,"South of Toms","Second Vegetative"
1675,"South of Toms","Fourth Vegetative"
1675,"South of Toms","Sixth Vegetative"
1676,"Marilyn Berry 30 ","Second Vegetative"
1676,"Marilyn Berry 30 ","Fourth Vegetative"
1676,"Marilyn Berry 30 ","Sixth Vegetative"
1677,"Vanox's","Second Vegetative"
1677,"Vanox's","Fourth Vegetative"
1677,"Vanox's","Sixth Vegetative"
1678,"Snieder Westside","Second Vegetative"
1678,"Snieder Westside","Fourth Vegetative"
1678,"Snieder Westside","Sixth Vegetative"
1679,"Snieder Big Field","Second Vegetative"
1679,"Snieder Big Field","Fourth Vegetative"
1679,"Snieder Big Field","Sixth Vegetative"
1680,"Ronnie Tanners","Second Vegetative"
1680,"Ronnie Tanners","Fourth Vegetative"
1680,"Ronnie Tanners","Sixth Vegetative"
1681,"State Police Tower","Second Vegetative"
1681,"State Police Tower","Fourth Vegetative"
1681,"State Police Tower","Sixth Vegetative"
1682,"Apple River Farm","Second Vegetative"
1682,"Apple River Farm","Fourth Vegetative"
1682,"Apple River Farm","Sixth Vegetative"
1683,"Brilley Place","Second Vegetative"
1683,"Brilley Place","Fourth Vegetative"
1683,"Brilley Place","Sixth Vegetative"
1684,"Toads South Side ","Second Vegetative"
1684,"Toads South Side ","Fourth Vegetative"
1684,"Toads South Side ","Sixth Vegetative"
1685,"Toads North Side ","Second Vegetative"
1685,"Toads North Side ","Fourth Vegetative"
1685,"Toads North Side ","Sixth Vegetative"
1686,"Freds 80","Second Vegetative"
1686,"Freds 80","Fourth Vegetative"
1686,"Freds 80","Sixth Vegetative"
1687,"Freds 160","Second Vegetative"
1687,"Freds 160","Fourth Vegetative"
1687,"Freds 160","Sixth Vegetative"
1688,"Freds House","Second Vegetative"
1688,"Freds House","Fourth Vegetative"
1688,"Freds House","Sixth Vegetative"
1689,"Lynn Farrs ","Second Vegetative"
1689,"Lynn Farrs ","Fourth Vegetative"
1689,"Lynn Farrs ","Sixth Vegetative"
1711,"Naumans","Second Vegetative"
1711,"Naumans","Fourth Vegetative"
1711,"Naumans","Sixth Vegetative"
1712,"Bunyons","Second Vegetative"
1712,"Bunyons","Fourth Vegetative"
1712,"Bunyons","Sixth Vegetative"
1694,"Mbf","Second Vegetative"
1694,"Mbf","Fourth Vegetative"
1694,"Mbf","Sixth Vegetative"
1695,"The 20","Second Vegetative"
1695,"The 20","Fourth Vegetative"
1695,"The 20","Sixth Vegetative"
1696,"Hawbaker","Second Vegetative"
1696,"Hawbaker","Fourth Vegetative"
